   536870912  268435456  134217728  67108864  33554432  16777216  8388608  4194304  2097152  1048576  524288  262144  131072  65536  32768  16384  8192  4096  2048  1024  512  256  128  64  32  16  8  4  2  1  
536870912  805306368  671088640  1006632960  570425344  855638016  713031680  1069547520  538968064  808452096  673710080  1010565120  572653568  858980352  715816960  1073725440  536879104  805318656  671098880  1006648320  570434048  855651072  713042560  1069563840  538976288  808464432  673720360  1010580540  572662306  858993459  
805306368  603979776  469762048  1023410176  788529152  457179136  851443712  630194176  523239424  1063518208  786169856  413990912  807337984  608124928  472825856  1025019904  791687168  459547648  853285888  632110336  522137344  1065311040  787411648  411612560  805318448  603986788  469775068  1023419821  788537119  457195391  
939524096  822083584  587202560  251658240  371195904  761266176  467664896  1053032448  900464640  576454656  228098048  319913984  774078464  476254208  954347520  834990080  596468224  255776256  377044480  769027136  462215872  1044198848  897214856  584335640  229376056  324796465  781746211  470908943  939753494  822284333  
939524096  822083584  721420288  385875968  656408576  257949696  534773760  1053032448  883687424  693895168  330858496  643137536  212828160  408883200  951726080  827650048  730722816  390063616  660327936  261299264  522369216  1046574016  887256456  700774680  328069688  641721905  207343147  412294231  939702503  822178767  
1006632960  943718400  817889280  566231040  130023424  193200128  319553536  643563520  217841664  431505408  925941760  711311360  348897280  768836608  534973440  1069685760  1002454016  868497472  600584384  127672768  188483520  305941380  607965964  205121116  406310140  879484344  684981040  363329125  789309643  504861075  
1006632960  943718400  884998144  700448768  398458880  801374208  466354176  870055936  670826496  196624384  322224128  577355776  81248256  229360640  521653248  1047256064  953678848  904657984  735574208  397145536  790096832  439341956  807133964  611829276  149670972  295147580  590295096  102638709  205261035  473715095  
1006632960  943718400  884998144  767557632  532676608  1065615360  990642176  907804672  742129664  473448448  1010089984  946716672  887078912  771736576  536595456  1068751872  992214016  906214464  738408640  469905856  1006642112  943720388  885002188  767564764  532689916  1065624508  990644024  907808369  742136035  473461191  
1040187392  1007681536  942669824  812646400  586153984  133169152  232816640  466714624  934510592  796360704  486506496  1005519872  903777280  732797952  357252096  679902208  287078432  540569696  39903456  80855520  162759648  325551041  617579395  194971399  388927023  744332415  413908190  861404605  649067355  256897687  
1040187392  1007681536  942669824  846200832  653262848  233832448  468746240  905019392  703823872  334987264  637501440  166691840  298781696  562961408  51166208  68779008  171112480  343273568  721150176  401065440  802099168  496902081  993836931  912883495  750975567  428208319  822829407  571885247  104631679  241803006  
1040187392  1007681536  942669824  846200832  619708416  166723584  334528512  669089792  230916096  429359104  826245120  545227776  50301952  100604928  201243648  402488320  771422240  469102688  905666784  736511456  365694944  696819649  285327235  571702055  104265327  242052351  483057119  998588318  923466524  773190200  
1040187392  1007681536  976224256  879755264  686817280  300941312  602963968  98664448  163807232  327647232  621772800  169837568  339708928  713006080  385825792  770636800  432929824  832306272  557317344  41909728  117342176  268206017  502857635  972127079  871527151  670327295  234406910  467764220  935560185  798458834  
1040187392  1007681536  976224256  913309696  753926144  435159040  870350848  666992640  261324800  489127936  944734208  814711808  555715584  36641792  105823232  211647488  455769120  877984864  716799200  358808032  684061664  328983489  623330179  139331367  277614159  588815519  70335775  174258750  382070908  797696216  
1040187392  1007681536  976224256  913309696  787480576  502267904  971014144  835813376  597917696  89620480  180322304  359597056  718179328  396205056  757808128  441908224  884833312  695893088  284458208  568883680  63992800  127951809  223396739  413238023  861110799  616005695  158269567  315524319  664604063  255467327  
1056964608  1040449536  1007419392  941359104  809238528  544997376  33292288  49811456  82849792  148926464  281079808  562425856  51376128  102490176  204718272  409174464  834864064  579213248  84684736  169365377  338726659  694488583  332270607  664537119  255590463  511180862  1039138876  988024888  885796912  681340960  
1056964608  1040449536  1007419392  941359104  826015744  595329024  133955584  268177408  536621056  1073508352  1056763904  1023275008  956297216  838594624  603189440  132379072  264496064  528730048  1057198016  1040654209  1007566595  941391367  826080271  595458079  134213695  268431486  536867068  1073738232  1056957425  1023395811  
1056964608  1040449536  1007419392  958136320  859570176  662437888  251396096  486281216  956051456  838365184  586215424  82178048  147845120  295690304  591380672  108761536  234038208  468076480  936153024  798564225  523386627  1063546439  1053609167  1016695263  959648767  862337022  667713532  245170104  473825072  947912224  
1056964608  1040449536  1007419392  958136320  842792960  628883456  184287232  368578560  720384000  350253056  683732992  293728256  587460608  100921408  201580736  419680704  855876544  654788544  252612544  504958849  1026690819  996412999  936123599  781986271  490492927  981252030  905801532  738119288  385719537  771701154  
1056964608  1040449536  1024196608  974913536  893124608  712769536  368836608  737939456  385626112  754741248  436006912  872280064  654307328  234610752  468963520  937927104  785339328  496674752  993091520  912699329  768434115  446345159  875651023  694595551  315449343  614379518  155017213  326807546  670130165  249737194  
1056964608  1040449536  1024196608  974913536  893124608  729546752  402391040  788271104  486289408  955805696  837873664  602009600  113504256  210235456  420470976  857461184  657695680  241387456  499290048  998580161  906899395  739790791  405835727  811929567  550379519  26755070  53510141  124055547  265150454  513523628 
1056964608  1040449536  1024196608  974913536  876347392  679215104  284950528  553127936  32518144  65040384  130084864  243396608  470020096  939782208  805560512  554160576  34583488  68908992  154337216  308408257  616812483  143101895  286199759  588910559  103813119  224399294  465575740  914370105  738217011  419727398  
1056964608  1040449536  1024196608  991690752  909901824  763101184  452722688  888672256  686829568  300183552  583856128  77197312  137621504  275243072  567263424  44011968  88024000  192829376  385658816  754798529  436117443  855457671  637431567  184344095  368950335  721119359  351453439  702906878  315560957  614344699  
1056964608  1040449536  1024196608  991690752  909901824  746323968  419168256  838340608  586166272  81817600  146862080  293990400  588247040  119533632  239071424  478142912  973063104  872384448  671031232  268320705  536641475  1073545095  1056829199  1039912479  1005816895  921110655  751698175  412877311  826016766  578291645  
1065353216  1057030144  1040384000  1007091712  940507136  807337984  540999680  16711680  25035264  41682432  74976768  141565440  274742784  549551616  25427456  50789380  101513228  202960924  405856316  820035708  557941500  42141180  84281848  168563184  337125856  682705344  300122496  600244481  126812163  253624323  
1065353216  1057030144  1040384000  1007091712  940507136  815726592  566165504  67043328  125698560  251463168  502992384  1006050816  938425856  794787328  507510272  1023343620  964557324  855307804  636808764  191421564  374388988  748712444  423748088  839107056  612795360  151848896  303763328  607592193  141508099  274628099  
1065353216  1057030144  1040384000  1007091712  940507136  815726592  557776896  50266112  92144128  184354304  368774656  729161216  376192512  744062464  414449152  828832772  575535628  77264412  162917436  334223996  668382972  254635516  509270520  1018474992  963208160  852740032  623349632  172891905  345848835  691697667  
1065353216  1057030144  1040384000  1007091712  948895744  832503808  599719936  125763584  251593216  503252480  998182400  914300416  746536448  419397120  830471680  587136516  92077580  175701020  351336508  694218876  314630908  629261820  193170424  394729456  797913056  522149824  1052753792  1031700229  989658639  897186847  
1065353216  1057030144  1040384000  1007091712  948895744  824115200  582942720  92209152  184484352  360580608  721161728  368647680  737361408  401047040  793771520  505413124  1019214860  973077020  864024124  645917820  218094332  427734524  855403512  628742128  175353312  342251968  684503424  286875909  573816847  73892383  
1065353216  1057030144  1040384000  1015480320  965672960  857669632  650051584  234815488  461308416  922682880  763301376  452861440  897334784  720993792  359923200  711457796  340785164  681504796  289202236  578338940  82871036  157288444  306188280  612376052  159398380  318796252  637591996  209764733  427852031  864092671  
1065353216  1057030144  1040384000  1015480320  965672960  866058240  666828800  268369920  528417280  1056835072  1039928832  997727744  921714176  769687040  465632768  922876932  772012044  470217244  940369468  806997628  540253948  15155196  21987320  43974132  87882732  175764956  343140796  677826941  281846015  563692031  
1065353216  1057030144  1040384000  1015480320  957284352  840892416  608108544  142540800  276693504  545064448  16453120  24583680  49167872  98401792  188415488  376765444  745077260  407959068  807464508  549575804  25410300  59144188  118287864  244898804  489732076  979398620  876732348  671268729  277184243  554368995  
1065353216  1057030144  1040384000  1015480320  957284352  840892416  616497152  159318016  310247936  612173312  142282240  284564992  569196032  56327680  104267264  208534532  408680972  808973340  544139324  14537340  20621052  49631228  99327480  190266356  380598252  769650140  457169340  914272633  746414323  419087331  
1065353216  1057030144  1048772608  1023868928  982450176  891224064  717160448  360644608  712966656  352257536  704581120  327097856  645873152  218070528  436207104  872348676  662501900  251261980  502524476  1004983420  927771388  781800956  489925628  979785212  885828604  689526268  313764860  635852285  189574143  370693631  
1065353216  1057030144  1048772608  1023868928  982450176  899612672  725549056  385810432  771686912  469632512  930876928  788078080  502480384  1005026816  936377856  790560260  507313676  1014562332  955317820  836894332  600047356  117964284  244317180  488568828  977071612  880335868  686863868  291531261  583062527  83994111  
1065353216  1057030144  1048772608  1023868928  974061568  882835456  700383232  327090176  645792256  209454592  410586624  821239296  568737280  55410176  110886400  221773316  443481100  878508572  674821692  284290172  560126716  46511612  84634108  169268220  346859004  693718012  313759740  635842041  189618675  379302371  
